id,listing_url,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8948006,https://www.airbnb.com/rooms/8948006,132,13,0,25/01/2016,12/05/2024,4.92,4.92,4.73,4.96,4.95,4.95,4.83,,f,1,1,0,0,1.29
9209098,https://www.airbnb.com/rooms/9209098,125,12,0,03/12/2015,14/04/2024,4.98,4.98,5,4.99,4.98,4.91,4.99,,f,1,0,1,0,1.2
8958011,https://www.airbnb.com/rooms/8958011,53,0,0,21/07/2016,30/09/2022,4.81,4.89,4.68,4.92,4.92,4.81,4.85,,f,1,1,0,0,0.55
9212713,https://www.airbnb.com/rooms/9212713,68,15,0,07/01/2016,05/04/2024,4.91,4.91,4.82,4.97,4.96,4.97,4.91,,f,1,1,0,0,0.66
9215982,https://www.airbnb.com/rooms/9215982,0,0,0,,,,,,,,,,,f,1,1,0,0,
9222139,https://www.airbnb.com/rooms/9222139,45,6,0,14/11/2015,13/05/2024,4.82,4.73,4.8,4.84,4.91,4.96,4.62,,f,1,1,0,0,0.43
8961574,https://www.airbnb.com/rooms/8961574,15,0,0,08/03/2016,08/01/2023,4.53,4.47,4.8,4.93,4.93,4.87,4.6,,f,3,3,0,0,0.15
8961589,https://www.airbnb.com/rooms/8961589,217,32,1,13/12/2015,17/06/2024,4.93,4.92,4.95,4.92,4.94,4.92,4.93,,f,1,1,0,0,2.09
9223731,https://www.airbnb.com/rooms/9223731,74,6,0,03/03/2016,20/03/2024,4.97,4.96,4.93,4.99,5,4.9,4.92,,f,1,1,0,0,0.73
9224264,https://www.airbnb.com/rooms/9224264,93,5,0,21/12/2015,29/03/2024,4.85,4.87,4.65,4.93,4.95,4.8,4.86,,f,1,1,0,0,0.9
8964608,https://www.airbnb.com/rooms/8964608,9,3,0,03/01/2016,08/01/2024,4.89,4.78,4.78,5,4.89,4.78,4.89,,f,1,1,0,0,0.09
9225204,https://www.airbnb.com/rooms/9225204,17,1,0,05/01/2016,03/01/2024,4.88,4.94,5,4.88,4.94,4.94,4.76,,t,2,2,0,0,0.16
9225891,https://www.airbnb.com/rooms/9225891,4,0,0,29/02/2016,17/02/2018,5,5,5,5,5,4.75,4.5,,f,1,1,0,0,0.04
8966422,https://www.airbnb.com/rooms/8966422,44,17,0,16/12/2018,19/05/2024,4.98,4.8,4.89,4.91,4.91,4.84,4.7,,f,1,1,0,0,0.65
9226292,https://www.airbnb.com/rooms/9226292,8,0,0,10/01/2016,20/02/2020,5,4.75,4.88,5,5,5,4.88,,f,1,1,0,0,0.08
8978439,https://www.airbnb.com/rooms/8978439,36,1,0,02/12/2015,25/02/2024,4.97,4.97,4.94,4.97,4.97,4.97,4.89,,f,1,1,0,0,0.34
9227611,https://www.airbnb.com/rooms/9227611,10,3,0,06/01/2017,02/03/2024,5,5,4.8,5,5,4.9,4.9,,f,2,2,0,0,0.11
8978508,https://www.airbnb.com/rooms/8978508,60,23,2,04/04/2016,17/06/2024,4.53,4.65,4.67,4.58,4.63,4.9,4.68,,t,83,82,1,0,0.6
8981195,https://www.airbnb.com/rooms/8981195,4,0,0,26/02/2018,18/12/2021,4.5,5,4.75,5,5,5,4,,f,4,4,0,0,0.05
9230185,https://www.airbnb.com/rooms/9230185,168,30,3,21/12/2015,24/06/2024,4.97,4.95,4.9,4.99,4.98,4.97,4.86,,f,3,3,0,0,1.62
9233120,https://www.airbnb.com/rooms/9233120,33,5,0,14/02/2016,01/04/2024,4.97,4.97,5,5,5,4.91,4.97,,f,5,5,0,0,0.32
8982752,https://www.airbnb.com/rooms/8982752,1,0,0,27/11/2015,27/11/2015,5,5,5,5,5,5,5,,f,4,4,0,0,0.01
8983230,https://www.airbnb.com/rooms/8983230,70,5,0,28/10/2015,21/02/2024,4.67,4.74,4.74,4.91,4.97,4.8,4.8,,f,1,1,0,0,0.66
9233359,https://www.airbnb.com/rooms/9233359,114,19,0,20/11/2015,17/04/2024,4.82,4.83,4.67,4.86,4.86,4.89,4.8,,f,1,1,0,0,1.09
9237534,https://www.airbnb.com/rooms/9237534,21,0,0,07/01/2016,16/03/2023,4.43,4.43,4.38,4.71,4.43,4.81,4.24,,f,1,1,0,0,0.2
8996284,https://www.airbnb.com/rooms/8996284,41,0,0,16/11/2015,19/03/2022,4.88,4.95,4.83,4.95,4.93,4.83,4.7,,f,1,1,0,0,0.39
9241410,https://www.airbnb.com/rooms/9241410,26,4,0,09/03/2016,02/12/2023,4.73,4.77,4.85,4.96,4.88,4.77,4.77,,f,2,2,0,0,0.26
9242245,https://www.airbnb.com/rooms/9242245,0,0,0,,,,,,,,,,,f,1,1,0,0,
8997845,https://www.airbnb.com/rooms/8997845,80,10,0,05/01/2016,02/04/2024,4.84,4.84,4.85,4.9,4.91,4.91,4.84,,f,1,1,0,0,0.77
9243364,https://www.airbnb.com/rooms/9243364,22,9,0,30/09/2017,03/04/2024,4.86,4.73,4.86,4.86,4.91,5,4.73,,f,13,13,0,0,0.27
9243489,https://www.airbnb.com/rooms/9243489,1,0,0,25/12/2018,25/12/2018,5,5,5,5,5,5,5,,f,1,1,0,0,0.01
8999945,https://www.airbnb.com/rooms/8999945,132,22,2,11/11/2015,06/06/2024,4.93,4.95,4.96,4.99,4.95,4.92,4.94,,f,1,1,0,0,1.26
9000971,https://www.airbnb.com/rooms/9000971,0,0,0,,,,,,,,,,,f,4,0,2,1,
9243842,https://www.airbnb.com/rooms/9243842,187,16,1,14/11/2015,10/06/2024,4.95,4.95,4.97,4.98,4.99,4.99,4.93,,f,1,1,0,0,1.78
9244332,https://www.airbnb.com/rooms/9244332,191,15,0,09/02/2016,22/04/2024,4.82,4.89,4.8,4.88,4.93,4.84,4.88,,t,3,3,0,0,1.87
9004406,https://www.airbnb.com/rooms/9004406,9,0,0,10/01/2016,13/01/2023,5,5,4.89,5,5,5,4.67,,f,2,2,0,0,0.09
9250351,https://www.airbnb.com/rooms/9250351,6,0,0,15/01/2016,07/12/2021,3.5,4,4.33,4,3.83,3.83,3.67,,f,4,3,1,0,0.06
9250996,https://www.airbnb.com/rooms/9250996,0,0,0,,,,,,,,,,,f,1,0,1,0,
9007834,https://www.airbnb.com/rooms/9007834,34,8,1,07/01/2016,25/06/2024,4.91,4.94,4.97,5,4.94,4.79,4.88,,f,1,1,0,0,0.33
9251154,https://www.airbnb.com/rooms/9251154,103,4,0,27/12/2015,05/10/2023,4.81,4.81,4.74,4.7,4.76,4.89,4.69,,f,2,2,0,0,0.99
9016987,https://www.airbnb.com/rooms/9016987,2,0,0,31/10/2016,29/12/2018,5,5,5,5,5,5,5,9022039,f,3,3,0,0,0.02
9251369,https://www.airbnb.com/rooms/9251369,27,1,0,18/12/2015,04/01/2024,4.88,4.96,4.96,4.96,4.93,4.89,4.85,,t,2,2,0,0,0.26
9021512,https://www.airbnb.com/rooms/9021512,7,2,0,06/01/2017,07/01/2024,4.86,5,5,5,5,5,4.86,,f,2,2,0,0,0.08
9253055,https://www.airbnb.com/rooms/9253055,7,0,0,09/01/2016,09/01/2022,4.86,4.86,4.71,4.86,5,4.71,4.71,,f,1,1,0,0,0.07
9036420,https://www.airbnb.com/rooms/9036420,2,0,0,28/12/2017,23/12/2022,5,5,4.5,5,5,5,5,,f,1,1,0,0,0.03
9036809,https://www.airbnb.com/rooms/9036809,66,6,0,03/01/2017,04/02/2024,4.85,4.92,5,4.96,4.86,4.96,4.9,,f,1,1,0,0,0.72
9262723,https://www.airbnb.com/rooms/9262723,96,10,1,07/01/2016,24/06/2024,4.89,4.83,4.93,4.9,4.91,4.92,4.71,,f,34,34,0,0,0.93
9038656,https://www.airbnb.com/rooms/9038656,1,1,0,03/01/2024,03/01/2024,4,4,4,5,4,5,4,,f,2,2,0,0,0.17
9043004,https://www.airbnb.com/rooms/9043004,311,41,1,28/12/2015,15/06/2024,4.91,4.91,4.82,4.96,4.98,4.91,4.85,,t,3,3,0,0,3
9264845,https://www.airbnb.com/rooms/9264845,1,0,0,05/01/2023,05/01/2023,5,4,4,5,5,5,5,,f,1,1,0,0,0.06
9057011,https://www.airbnb.com/rooms/9057011,35,5,0,03/01/2016,28/03/2024,4.83,4.77,4.86,5,4.97,4.88,4.68,,f,1,1,0,0,0.34
9266729,https://www.airbnb.com/rooms/9266729,1,0,0,18/04/2018,18/04/2018,5,5,5,5,5,5,5,,f,1,0,1,0,0.01
9272700,https://www.airbnb.com/rooms/9272700,14,0,0,03/01/2016,04/04/2019,5,4.93,4.86,4.93,4.93,4.93,4.93,,f,1,1,0,0,0.14
9057495,https://www.airbnb.com/rooms/9057495,221,63,2,05/10/2016,09/06/2024,4.57,4.65,4.6,4.78,4.68,4.95,4.57,,f,1,1,0,0,2.35
9060389,https://www.airbnb.com/rooms/9060389,27,12,2,17/12/2019,16/06/2024,4.67,4.77,4.54,4.85,4.69,4.88,4.81,,f,5,5,0,0,0.49
9275618,https://www.airbnb.com/rooms/9275618,12,1,0,02/12/2015,01/04/2024,4.83,5,4.8,5,5,4.8,4.8,,f,2,2,0,0,0.11
9276643,https://www.airbnb.com/rooms/9276643,0,0,0,,,,,,,,,,,f,1,1,0,0,
9067521,https://www.airbnb.com/rooms/9067521,42,3,0,27/12/2017,11/02/2024,4.88,4.95,4.79,4.98,4.9,4.9,4.83,,f,1,1,0,0,0.53
9284194,https://www.airbnb.com/rooms/9284194,31,7,0,05/01/2016,02/01/2024,4.68,4.77,4.68,4.87,4.9,4.9,4.65,,f,1,1,0,0,0.3
9069672,https://www.airbnb.com/rooms/9069672,16,1,0,25/12/2015,06/01/2024,4.75,4.81,4.81,5,5,4.75,4.75,,f,1,1,0,0,0.15
9290065,https://www.airbnb.com/rooms/9290065,12,4,0,28/02/2016,11/02/2024,4.67,4.83,4.92,5,5,4.91,4.82,,f,2,2,0,0,0.12
9292204,https://www.airbnb.com/rooms/9292204,1,0,0,07/01/2020,07/01/2020,5,5,5,5,5,5,5,,f,1,1,0,0,0.02
9293328,https://www.airbnb.com/rooms/9293328,38,3,0,17/02/2018,11/04/2024,4.82,4.82,4.95,4.97,4.97,4.92,4.84,,f,1,1,0,0,0.49
9302882,https://www.airbnb.com/rooms/9302882,4,0,0,29/03/2016,04/01/2022,5,5,5,5,5,4.5,5,,f,1,1,0,0,0.04
9303531,https://www.airbnb.com/rooms/9303531,64,13,0,14/02/2016,29/04/2024,4.8,4.88,4.91,4.8,4.98,4.92,4.77,,f,3,3,0,0,0.63
9070407,https://www.airbnb.com/rooms/9070407,137,23,1,19/11/2015,17/06/2024,4.88,4.92,4.88,4.94,5,4.94,4.76,,f,3,3,0,0,1.31
9071209,https://www.airbnb.com/rooms/9071209,14,2,0,01/11/2016,11/10/2023,4.93,4.86,5,4.86,4.86,4.71,4.71,,f,5,0,5,0,0.15
9304807,https://www.airbnb.com/rooms/9304807,0,0,0,,,,,,,,,,,f,1,1,0,0,
9082813,https://www.airbnb.com/rooms/9082813,3,0,0,05/01/2016,02/01/2023,4.67,5,5,5,5,4.67,4.33,,f,1,1,0,0,0.03
9306661,https://www.airbnb.com/rooms/9306661,11,0,0,05/01/2016,07/01/2023,5,5,4.91,5,5,5,4.73,,f,1,1,0,0,0.11
9326145,https://www.airbnb.com/rooms/9326145,49,0,0,01/01/2016,29/03/2020,4.9,4.88,4.88,4.92,4.92,4.79,4.85,,f,1,1,0,0,0.47
9085875,https://www.airbnb.com/rooms/9085875,80,11,0,25/11/2015,02/04/2024,4.95,4.99,5,5,4.99,4.94,4.89,,f,1,1,0,0,0.76
9336597,https://www.airbnb.com/rooms/9336597,72,11,1,22/12/2015,17/06/2024,4.83,4.89,4.64,4.78,4.88,4.99,4.79,,f,1,1,0,0,0.69
9337287,https://www.airbnb.com/rooms/9337287,5,0,0,04/01/2019,05/01/2023,5,5,5,5,5,4.8,4.8,,f,1,1,0,0,0.07
9337631,https://www.airbnb.com/rooms/9337631,6,1,0,27/12/2018,04/01/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.09
9089003,https://www.airbnb.com/rooms/9089003,2,0,0,13/01/2018,03/01/2021,5,5,4.5,5,5,4.5,4.5,,f,1,1,0,0,0.03
9337739,https://www.airbnb.com/rooms/9337739,1,0,0,03/01/2020,03/01/2020,5,5,5,5,5,5,4,,f,2,2,0,0,0.02
9099073,https://www.airbnb.com/rooms/9099073,103,5,0,10/01/2016,25/02/2024,5,4.98,4.98,4.99,4.99,4.99,4.95,,f,2,2,0,0,1
9338335,https://www.airbnb.com/rooms/9338335,123,28,0,03/01/2020,19/05/2024,4.86,4.8,4.77,4.9,4.95,4.88,4.87,,f,1,1,0,0,2.25
9338625,https://www.airbnb.com/rooms/9338625,186,16,0,29/01/2016,25/05/2024,4.82,4.88,4.85,4.96,4.95,4.87,4.78,,f,1,1,0,0,1.81
9338793,https://www.airbnb.com/rooms/9338793,2,2,0,05/12/2023,02/01/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.29
9099423,https://www.airbnb.com/rooms/9099423,58,4,0,05/01/2016,27/04/2024,4.78,4.93,4.84,4.79,4.71,4.95,4.78,,t,1,1,0,0,0.56
9340959,https://www.airbnb.com/rooms/9340959,0,0,0,,,,,,,,,,,f,1,1,0,0,
9103880,https://www.airbnb.com/rooms/9103880,6,1,0,03/01/2016,26/12/2023,5,5,5,4.83,5,5,4.67,,f,1,1,0,0,0.06
9343115,https://www.airbnb.com/rooms/9343115,21,4,1,30/03/2016,10/06/2024,4.86,4.9,4.81,4.95,4.95,5,4.9,,f,1,1,0,0,0.21
9352859,https://www.airbnb.com/rooms/9352859,24,0,0,01/12/2015,04/02/2022,4.75,4.83,4.88,4.96,4.88,4.75,4.92,,f,3,2,1,0,0.23
9110760,https://www.airbnb.com/rooms/9110760,2,0,0,29/12/2015,02/01/2016,4,4.5,4.5,4.5,5,5,4,,f,1,1,0,0,0.02
9353492,https://www.airbnb.com/rooms/9353492,60,1,0,27/12/2015,31/12/2023,4.82,4.85,4.85,4.93,4.98,4.85,4.68,,t,1,1,0,0,0.58
9120110,https://www.airbnb.com/rooms/9120110,4,0,0,30/12/2015,01/01/2020,4.75,4.67,4.75,4.67,4.5,4.67,4.33,,f,1,1,0,0,0.04
9455664,https://www.airbnb.com/rooms/9455664,6,1,0,25/09/2017,27/01/2024,4.83,5,5,5,5,4.83,4.83,,f,2,1,1,0,0.07
9354612,https://www.airbnb.com/rooms/9354612,9,2,0,04/01/2017,07/02/2024,4.67,4.44,4.89,4.89,4.56,4.56,4.78,,f,2,1,1,0,0.1
9355010,https://www.airbnb.com/rooms/9355010,15,7,0,05/01/2017,10/04/2024,4.8,4.8,4.87,4.87,4.87,4.93,4.87,,f,1,0,1,0,0.16
9466097,https://www.airbnb.com/rooms/9466097,18,5,0,02/05/2017,13/04/2024,4.89,4.94,4.94,5,4.89,4.83,4.89,,f,1,1,0,0,0.21
9356887,https://www.airbnb.com/rooms/9356887,0,0,0,,,,,,,,,,,f,10,1,6,3,
9467355,https://www.airbnb.com/rooms/9467355,18,0,0,01/01/2016,21/04/2019,4.83,4.94,4.89,4.94,4.88,4.83,4.94,,f,1,1,0,0,0.17
9357793,https://www.airbnb.com/rooms/9357793,0,0,0,,,,,,,,,,,f,10,1,6,3,
9467610,https://www.airbnb.com/rooms/9467610,2,0,0,02/01/2016,22/03/2016,5,5,5,5,5,5,5,,f,1,1,0,0,0.02
9360884,https://www.airbnb.com/rooms/9360884,1,0,0,05/01/2016,05/01/2016,4,5,5,5,5,5,5,,f,1,1,0,0,0.01
9373683,https://www.airbnb.com/rooms/9373683,0,0,0,,,,,,,,,,,f,1,1,0,0,
9373947,https://www.airbnb.com/rooms/9373947,14,3,0,07/02/2016,04/02/2024,5,4.86,4.86,5,4.93,4.86,4.86,,f,4,4,0,0,0.14
9468092,https://www.airbnb.com/rooms/9468092,9,3,0,29/03/2016,20/01/2024,4.56,4.44,3.67,4.78,4.78,4.78,4.56,,f,1,1,0,0,0.09
9374780,https://www.airbnb.com/rooms/9374780,0,0,0,,,,,,,,,,,f,1,0,1,0,
9375846,https://www.airbnb.com/rooms/9375846,5,2,0,30/12/2016,05/01/2024,4.6,4.6,4.6,5,4.8,4.8,4.6,,f,1,1,0,0,0.05
9470176,https://www.airbnb.com/rooms/9470176,2,0,0,31/12/2016,01/01/2023,5,5,5,5,5,5,5,,f,1,1,0,0,0.02
9378326,https://www.airbnb.com/rooms/9378326,11,3,0,05/01/2016,01/03/2024,4.45,4.64,4.82,4.73,4.82,4.73,4.55,,f,1,1,0,0,0.11
9471702,https://www.airbnb.com/rooms/9471702,62,8,0,20/11/2015,05/04/2024,4.45,4.66,4.76,4.6,4.73,4.79,4.58,,f,5,5,0,0,0.59
9480400,https://www.airbnb.com/rooms/9480400,94,8,0,20/04/2016,31/03/2024,4.61,4.76,4.7,4.85,4.85,4.89,4.59,,f,2,2,0,0,0.94
9379177,https://www.airbnb.com/rooms/9379177,75,20,0,03/01/2016,07/04/2024,4.8,4.87,4.73,4.97,4.89,4.95,4.8,,f,1,1,0,0,0.73
9481223,https://www.airbnb.com/rooms/9481223,21,0,0,01/01/2016,01/01/2019,5,4.95,4.9,5,4.95,5,4.95,,f,2,2,0,0,0.2
9381783,https://www.airbnb.com/rooms/9381783,20,5,0,30/08/2017,24/05/2024,4.7,4.75,4.9,4.9,4.8,4.85,4.85,,t,7,1,6,0,0.24
9384158,https://www.airbnb.com/rooms/9384158,99,22,0,24/03/2016,12/05/2024,4.96,4.87,4.97,4.92,5,4.95,4.77,,f,3,3,0,0,0.98
9482235,https://www.airbnb.com/rooms/9482235,2,1,0,05/01/2016,07/01/2024,4.5,4.5,5,5,5,4.5,5,,f,1,1,0,0,0.02
9385893,https://www.airbnb.com/rooms/9385893,2,0,0,25/12/2015,05/01/2016,5,5,5,5,5,5,4.5,,f,10,1,6,3,0.02
9483479,https://www.airbnb.com/rooms/9483479,4,0,0,04/01/2017,09/01/2023,5,5,5,5,5,5,5,,f,1,1,0,0,0.04
9483988,https://www.airbnb.com/rooms/9483988,201,16,0,03/12/2015,01/05/2024,4.92,4.99,4.98,4.91,4.89,4.94,4.88,,f,3,3,0,0,1.93
9485853,https://www.airbnb.com/rooms/9485853,4,0,0,04/01/2022,07/02/2023,4,4,4,4,4,5,4,,f,1,1,0,0,0.13
9399439,https://www.airbnb.com/rooms/9399439,113,5,0,02/01/2016,20/01/2024,4.65,4.72,4.87,4.85,4.74,4.82,4.84,,f,2,2,0,0,1.09
9399659,https://www.airbnb.com/rooms/9399659,25,4,0,23/01/2016,02/03/2024,5,4.96,5,4.96,4.96,5,4.92,,f,2,2,0,0,0.24
9402955,https://www.airbnb.com/rooms/9402955,0,0,0,,,,,,,,,,,f,1,1,0,0,
9488924,https://www.airbnb.com/rooms/9488924,4,0,0,03/01/2016,01/01/2020,4.75,4.5,5,5,5,5,4.5,,f,1,1,0,0,0.04
9404808,https://www.airbnb.com/rooms/9404808,110,0,0,22/11/2015,10/03/2020,4.89,4.91,4.96,4.92,4.94,4.82,4.83,,f,1,1,0,0,1.05
9491141,https://www.airbnb.com/rooms/9491141,15,1,0,27/03/2016,13/02/2024,4.2,4.07,4.27,4.4,4.33,4.87,4.33,,f,1,1,0,0,0.15
9407246,https://www.airbnb.com/rooms/9407246,9,1,0,10/12/2015,05/01/2024,5,5,4.89,5,5,4.89,4.89,,f,2,2,0,0,0.09
9499546,https://www.airbnb.com/rooms/9499546,0,0,0,,,,,,,,,,,f,3,0,2,1,
9502842,https://www.airbnb.com/rooms/9502842,40,0,0,01/01/2016,10/04/2022,4.8,4.85,4.85,4.92,4.93,4.71,4.87,,f,1,1,0,0,0.39
9408488,https://www.airbnb.com/rooms/9408488,115,13,1,08/12/2015,02/06/2024,4.93,4.97,5,4.99,4.99,4.89,4.94,,f,2,2,0,0,1.1
9416875,https://www.airbnb.com/rooms/9416875,38,9,2,18/03/2016,15/06/2024,4.92,4.87,4.95,4.95,4.87,4.86,4.81,,t,3,3,0,0,0.38
9509460,https://www.airbnb.com/rooms/9509460,13,1,0,06/01/2016,06/01/2024,4.77,5,4.58,5,5,5,4.92,,f,1,1,0,0,0.13
9417312,https://www.airbnb.com/rooms/9417312,0,0,0,,,,,,,,,,,f,10,1,6,3,
9417852,https://www.airbnb.com/rooms/9417852,0,0,0,,,,,,,,,,,f,10,1,6,3,
9419355,https://www.airbnb.com/rooms/9419355,92,15,1,06/01/2016,27/06/2024,4.96,4.97,5,4.97,4.97,4.97,4.96,,f,1,1,0,0,0.89
9421596,https://www.airbnb.com/rooms/9421596,68,16,0,19/01/2016,07/04/2024,4.97,4.91,4.88,4.97,5,4.97,4.87,,f,20,15,5,0,0.66
9426077,https://www.airbnb.com/rooms/9426077,15,4,0,01/08/2016,11/05/2024,4.93,5,4.93,4.87,4.93,5,4.93,,f,4,0,4,0,0.16
9517976,https://www.airbnb.com/rooms/9517976,6,1,0,03/01/2016,03/01/2024,4.83,4.83,4.67,4.83,4.83,5,4.83,,f,1,1,0,0,0.06
9518219,https://www.airbnb.com/rooms/9518219,71,9,0,31/01/2016,16/03/2024,4.94,4.97,4.9,4.99,5,4.93,4.94,,t,2,2,0,0,0.69
9427558,https://www.airbnb.com/rooms/9427558,192,32,4,01/12/2015,25/06/2024,4.96,4.94,4.94,4.98,5,4.98,4.94,,f,1,1,0,0,1.84
9427767,https://www.airbnb.com/rooms/9427767,4,0,0,03/01/2016,19/04/2022,5,5,5,5,5,5,5,,f,1,1,0,0,0.04
9518277,https://www.airbnb.com/rooms/9518277,62,9,0,02/01/2016,09/02/2024,5,4.92,4.98,4.95,4.97,4.89,4.9,,f,1,1,0,0,0.6
9428327,https://www.airbnb.com/rooms/9428327,191,20,0,21/12/2015,06/05/2024,4.96,4.98,4.95,4.98,4.99,4.93,4.87,,t,2,2,0,0,1.84
9429476,https://www.airbnb.com/rooms/9429476,9,0,0,08/12/2015,14/05/2016,4.56,4.78,4.33,4.78,4.67,4.89,4.89,,f,1,1,0,0,0.09
9523618,https://www.airbnb.com/rooms/9523618,6,2,0,05/01/2016,02/01/2024,4.67,4.83,4.67,5,4.67,4.5,4.83,,f,2,2,0,0,0.06
9437497,https://www.airbnb.com/rooms/9437497,127,25,1,02/04/2016,07/06/2024,4.82,4.85,4.81,4.8,4.89,4.89,4.79,,f,1,1,0,0,1.27
9535056,https://www.airbnb.com/rooms/9535056,0,0,0,,,,,,,,,,,f,6,1,5,0,
9544420,https://www.airbnb.com/rooms/9544420,5,0,0,31/12/2015,27/03/2016,4.8,4.8,5,4.8,4.8,5,4.8,,f,1,1,0,0,0.05
9439196,https://www.airbnb.com/rooms/9439196,70,5,0,15/02/2016,12/02/2024,4.84,4.89,4.96,4.91,4.96,4.81,4.78,,f,3,3,0,0,0.69
9552640,https://www.airbnb.com/rooms/9552640,0,0,0,,,,,,,,,,,f,1,0,1,0,
9439760,https://www.airbnb.com/rooms/9439760,10,1,0,02/01/2017,15/01/2024,4.6,4.8,4.3,4.9,4.8,4.9,4.4,,f,2,2,0,0,0.11
9443994,https://www.airbnb.com/rooms/9443994,0,0,0,,,,,,,,,,,f,1,1,0,0,
9558166,https://www.airbnb.com/rooms/9558166,1,0,0,05/01/2016,05/01/2016,4,5,5,5,5,5,5,,f,1,1,0,0,0.01
9453696,https://www.airbnb.com/rooms/9453696,16,2,0,05/01/2016,18/01/2024,4.88,4.93,5,5,5,5,4.8,,f,1,1,0,0,0.15
9822877,https://www.airbnb.com/rooms/9822877,43,1,0,27/11/2016,01/01/2024,4.95,4.91,4.88,5,4.98,4.98,4.95,,t,4,2,2,0,0.47
9565867,https://www.airbnb.com/rooms/9565867,40,0,0,08/01/2016,30/01/2023,4.95,4.98,4.78,5,5,4.9,4.93,,t,1,1,0,0,0.39
9829332,https://www.airbnb.com/rooms/9829332,61,9,0,05/01/2016,05/05/2024,4.98,4.98,5,5,5,4.95,4.98,,f,2,1,1,0,0.59
9567458,https://www.airbnb.com/rooms/9567458,0,0,0,,,,,,,,,,,f,4,0,2,1,
9835394,https://www.airbnb.com/rooms/9835394,4,0,0,11/01/2017,15/01/2023,5,5,5,5,5,5,5,,f,2,2,0,0,0.04
9570128,https://www.airbnb.com/rooms/9570128,0,0,0,,,,,,,,,,,f,1,0,1,0,
9835575,https://www.airbnb.com/rooms/9835575,1,0,0,11/01/2017,11/01/2017,5,5,5,5,4,5,5,,f,1,1,0,0,0.01
9575417,https://www.airbnb.com/rooms/9575417,28,0,0,28/06/2016,26/03/2023,4.86,4.86,4.93,5,5,4.93,4.86,,f,1,1,0,0,0.29
9838358,https://www.airbnb.com/rooms/9838358,126,9,0,01/12/2016,21/05/2024,4.97,4.95,5,5,4.99,4.95,4.82,,f,1,1,0,0,1.37
9581889,https://www.airbnb.com/rooms/9581889,3,0,0,14/01/2016,02/01/2020,4.33,4.67,4.33,5,5,4.67,4.33,,f,9,9,0,0,0.03
9582064,https://www.airbnb.com/rooms/9582064,95,4,0,04/04/2016,02/04/2024,4.97,4.98,5,5,5,4.95,4.92,,t,3,3,0,0,0.95
9839112,https://www.airbnb.com/rooms/9839112,1,0,0,02/01/2020,02/01/2020,5,5,5,5,5,5,5,,f,1,1,0,0,0.02
9583395,https://www.airbnb.com/rooms/9583395,9,0,0,26/03/2016,06/01/2022,5,5,5,5,5,5,4.78,,f,1,1,0,0,0.09
9839233,https://www.airbnb.com/rooms/9839233,142,16,0,06/03/2016,21/04/2024,4.98,4.97,4.99,4.99,5,4.97,4.88,,f,3,3,0,0,1.4
9583498,https://www.airbnb.com/rooms/9583498,1,0,0,06/01/2017,06/01/2017,5,5,5,5,5,5,5,,f,1,1,0,0,0.01
9845308,https://www.airbnb.com/rooms/9845308,5,0,0,05/01/2016,18/04/2022,4,4.2,4,4.8,4.8,4.8,4,,f,1,1,0,0,0.05
9597666,https://www.airbnb.com/rooms/9597666,91,3,0,09/10/2016,02/01/2024,4.95,4.96,5,4.99,5,4.93,4.91,,t,3,3,0,0,0.97
9847100,https://www.airbnb.com/rooms/9847100,5,0,0,08/01/2016,01/04/2019,4.6,4.6,4.2,4.8,5,5,4.6,,f,1,1,0,0,0.05
9598270,https://www.airbnb.com/rooms/9598270,11,3,0,02/01/2016,06/01/2024,4.55,4.8,4.8,4.9,4.9,4.8,4.7,,f,51,50,1,0,0.11
9849828,https://www.airbnb.com/rooms/9849828,48,13,0,19/11/2018,29/04/2024,4.13,4.44,4.29,4.67,4.5,4.88,4.21,,t,83,82,1,0,0.7
9849896,https://www.airbnb.com/rooms/9849896,9,0,0,05/01/2016,20/03/2023,4.78,4.67,4.44,5,4.89,4.89,4.56,,f,2,1,1,0,0.09
9600274,https://www.airbnb.com/rooms/9600274,162,29,2,22/02/2016,11/06/2024,4.99,4.98,4.99,4.99,5,4.98,4.98,,f,1,1,0,0,1.59
9851430,https://www.airbnb.com/rooms/9851430,0,0,0,,,,,,,,,,,f,1,0,1,0,
9851590,https://www.airbnb.com/rooms/9851590,20,4,0,25/03/2017,10/04/2024,4.75,4.8,4.9,4.95,4.85,4.9,4.75,,f,1,0,1,0,0.23
9604313,https://www.airbnb.com/rooms/9604313,4,1,0,01/01/2017,03/01/2024,5,4.75,5,5,5,5,5,,f,1,1,0,0,0.04
9851805,https://www.airbnb.com/rooms/9851805,368,32,1,18/12/2015,02/06/2024,4.7,4.73,4.55,4.87,4.86,4.81,4.66,,f,2,1,1,0,3.54
9606195,https://www.airbnb.com/rooms/9606195,153,16,0,15/12/2015,24/02/2024,4.91,4.92,4.95,4.92,4.97,4.88,4.93,,f,1,1,0,0,1.47
