id,listing_url,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
54407239,https://www.airbnb.com/rooms/54407239,26,11,0,03/02/2022,25/02/2024,4.65,4.77,4.85,4.88,4.92,4.81,4.73,,f,1,1,0,0,0.89
54153211,https://www.airbnb.com/rooms/54153211,6,0,0,29/05/2022,27/12/2022,4.5,4.33,4.67,4.67,4.33,4,4.5,,f,2,2,0,0,0.24
54407681,https://www.airbnb.com/rooms/54407681,9,3,0,24/03/2022,09/12/2023,5,5,5,5,5,5,5,,f,3,3,0,0,0.33
54155742,https://www.airbnb.com/rooms/54155742,1,0,0,30/04/2023,30/04/2023,5,5,5,5,5,5,5,,f,4,3,1,0,0.07
54407737,https://www.airbnb.com/rooms/54407737,1,0,0,27/03/2022,27/03/2022,5,5,5,5,5,5,5,,f,4,4,0,0,0.04
54407738,https://www.airbnb.com/rooms/54407738,1,1,0,25/12/2023,25/12/2023,5,5,5,5,5,5,5,,f,4,4,0,0,0.16
54407740,https://www.airbnb.com/rooms/54407740,7,0,0,03/04/2022,05/03/2023,5,5,5,5,5,4.86,4.86,,f,4,4,0,0,0.26
54407741,https://www.airbnb.com/rooms/54407741,0,0,0,,,,,,,,,,,f,4,4,0,0,
54155915,https://www.airbnb.com/rooms/54155915,18,1,1,16/01/2022,21/06/2024,4.83,4.71,4.24,4.94,4.94,5,4.88,,f,7,7,0,0,0.6
54407806,https://www.airbnb.com/rooms/54407806,1,0,0,08/08/2022,08/08/2022,5,5,5,5,5,5,5,,f,2,2,0,0,0.04
54156401,https://www.airbnb.com/rooms/54156401,16,5,0,20/02/2022,12/02/2024,4.75,4.69,4.56,4.69,4.88,4.94,4.44,,t,43,35,8,0,0.56
5.00408E+17,https://www.airbnb.com/rooms/500408455793986525,52,22,0,23/12/2021,02/01/2024,4.83,4.81,4.87,4.88,4.88,4.98,4.96,,t,1,1,0,0,1.69
54156532,https://www.airbnb.com/rooms/54156532,5,2,0,23/02/2023,13/04/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.3
5.01687E+17,https://www.airbnb.com/rooms/501686564019152385,61,14,0,23/01/2022,08/04/2024,4.95,4.97,4.93,4.93,4.98,4.84,4.97,,f,2,2,0,0,2.06
5.02755E+17,https://www.airbnb.com/rooms/502755325619021197,0,0,0,,,,,,,,,,,t,3,2,1,0,
54158760,https://www.airbnb.com/rooms/54158760,72,34,0,04/02/2022,26/05/2024,4.74,4.88,4.94,4.29,4.44,4.74,4.82,,t,8,8,0,0,2.46
54162777,https://www.airbnb.com/rooms/54162777,12,1,0,24/02/2022,02/07/2023,4.83,4.75,4.83,4.92,4.92,4.75,4.67,,f,2,2,0,0,0.42
5.06173E+17,https://www.airbnb.com/rooms/506172586847160961,1,0,0,29/12/2021,29/12/2021,5,5,4,4,5,5,5,,f,1,1,0,0,0.03
54169396,https://www.airbnb.com/rooms/54169396,4,0,0,10/01/2022,30/12/2022,4.75,4.75,4.75,4.75,5,4.75,5,,f,4,1,3,0,0.13
5.06331E+17,https://www.airbnb.com/rooms/506331248494179120,27,8,0,20/12/2021,06/04/2024,4.85,4.96,4.96,4.89,4.96,4.85,4.74,,f,23,23,0,0,0.88
5.06408E+17,https://www.airbnb.com/rooms/506408089712390662,14,6,0,30/12/2021,24/03/2024,5,4.86,4.93,5,4.79,5,4.93,,t,2,2,0,0,0.46
54169513,https://www.airbnb.com/rooms/54169513,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.07046E+17,https://www.airbnb.com/rooms/507046332336493764,0,0,0,,,,,,,,,,,f,1,1,0,0,
54170307,https://www.airbnb.com/rooms/54170307,44,1,0,04/02/2022,05/11/2023,4.77,4.8,4.86,4.75,4.77,4.64,4.68,,f,1,0,1,0,1.5
5.09878E+17,https://www.airbnb.com/rooms/509878043788167764,46,19,1,22/12/2021,03/06/2024,4.67,4.8,4.61,4.83,4.93,4.8,4.74,,f,1,1,0,0,1.5
5.12182E+17,https://www.airbnb.com/rooms/512182212334756036,25,1,0,02/01/2022,17/02/2024,4.84,4.84,4.92,4.96,4.96,4.76,4.92,,f,1,1,0,0,0.82
5.12827E+17,https://www.airbnb.com/rooms/512826714739610914,21,6,1,13/02/2022,05/06/2024,4.81,4.81,4.9,4.9,4.95,4.95,4.81,,f,23,23,0,0,0.73
54176489,https://www.airbnb.com/rooms/54176489,75,30,4,21/01/2022,16/06/2024,4.73,4.72,4.73,4.89,4.71,4.73,4.63,,f,95,95,0,0,2.53
5.12956E+17,https://www.airbnb.com/rooms/512956408445682248,1,0,0,04/01/2022,04/01/2022,5,5,5,5,5,5,5,,f,1,1,0,0,0.03
5.1351E+17,https://www.airbnb.com/rooms/513509858900258986,14,5,0,31/12/2021,15/04/2024,4.86,5,5,5,4.86,5,4.79,,f,23,23,0,0,0.46
54185564,https://www.airbnb.com/rooms/54185564,2,1,0,17/03/2023,07/08/2023,5,5,5,5,5,5,4.5,,f,1,1,0,0,0.13
5.13699E+17,https://www.airbnb.com/rooms/513698606052156978,36,12,0,14/03/2022,09/05/2024,4.94,4.89,4.75,5,5,5,4.94,,f,1,1,0,0,1.29
54187072,https://www.airbnb.com/rooms/54187072,1,0,0,29/06/2022,29/06/2022,5,5,5,5,5,5,4,,f,1,1,0,0,0.04
5.13735E+17,https://www.airbnb.com/rooms/513734795738441817,22,3,0,15/12/2021,06/03/2024,4.82,4.95,4.95,4.95,4.91,4.86,4.59,,f,23,23,0,0,0.71
5.1376E+17,https://www.airbnb.com/rooms/513759735215067408,11,1,0,18/12/2021,19/05/2024,4.82,4.73,4.91,4.91,4.91,4.91,4.64,,f,23,23,0,0,0.36
54189654,https://www.airbnb.com/rooms/54189654,6,2,0,02/05/2022,16/12/2023,4.83,4.67,5,5,5,4.83,5,,f,7,7,0,0,0.23
5.15002E+17,https://www.airbnb.com/rooms/515002157502590323,0,0,0,,,,,,,,,,,f,1,1,0,0,
54189900,https://www.airbnb.com/rooms/54189900,1,0,0,31/01/2023,31/01/2023,5,5,5,5,5,5,5,,f,4,3,1,0,0.06
5.15708E+17,https://www.airbnb.com/rooms/515707640735935732,59,27,0,02/01/2022,23/05/2024,4.9,5,5,4.98,5,4.92,4.97,,f,1,0,1,0,1.95
5.15959E+17,https://www.airbnb.com/rooms/515958502451816403,17,4,0,16/12/2021,04/05/2024,4.82,4.94,4.88,4.94,4.94,4.71,4.65,,f,23,23,0,0,0.55
54190166,https://www.airbnb.com/rooms/54190166,3,0,0,17/01/2022,30/01/2023,4.67,4.67,4.67,4.67,5,5,4.67,,f,4,3,1,0,0.1
54191321,https://www.airbnb.com/rooms/54191321,1,1,0,06/01/2024,06/01/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.17
5.15971E+17,https://www.airbnb.com/rooms/515971197675407023,8,0,0,19/12/2021,18/02/2023,4.75,4.88,4.75,5,5,4.88,4.5,,f,23,23,0,0,0.26
5.15981E+17,https://www.airbnb.com/rooms/515980693669543711,8,1,0,08/01/2022,14/04/2024,5,4.88,5,4.88,5,5,5,,f,23,23,0,0,0.27
54194480,https://www.airbnb.com/rooms/54194480,25,13,0,29/01/2022,29/04/2024,4.76,4.8,4.52,4.76,4.76,4.76,4.8,,f,7,7,0,0,0.85
5.16976E+17,https://www.airbnb.com/rooms/516975995580713246,4,3,0,04/01/2022,12/01/2024,5,4.75,4.75,5,5,4.75,4.5,,f,2,2,0,0,0.13
5.19302E+17,https://www.airbnb.com/rooms/519302404806379473,16,4,0,05/03/2022,02/01/2024,4.94,4.88,4.94,4.94,5,4.69,4.88,,f,1,1,0,0,0.57
54195129,https://www.airbnb.com/rooms/54195129,1,0,0,07/02/2022,07/02/2022,5,5,4,5,5,4,5,,f,2,0,2,0,0.03
5.19498E+17,https://www.airbnb.com/rooms/519498133786095007,175,63,1,27/12/2021,03/06/2024,4.9,4.94,4.9,4.95,4.96,4.9,4.86,,f,10,10,0,0,5.73
54195155,https://www.airbnb.com/rooms/54195155,25,8,0,31/01/2022,30/03/2024,4.48,4.4,4.44,4.76,4.8,4.72,4.32,,f,7,7,0,0,0.85
5.22879E+17,https://www.airbnb.com/rooms/522879195127109161,8,1,0,28/12/2021,03/03/2024,4.63,4.75,4.63,4.38,4.25,4.88,4.38,,f,23,23,0,0,0.26
54195833,https://www.airbnb.com/rooms/54195833,0,0,0,,,,,,,,,,,f,3,0,3,0,
5.26795E+17,https://www.airbnb.com/rooms/526794591713626363,60,16,0,09/01/2022,15/04/2024,4.95,4.95,4.98,4.93,4.92,4.95,4.87,,f,1,1,0,0,1.99
5.27121E+17,https://www.airbnb.com/rooms/527121167632394141,4,1,0,12/01/2022,06/03/2024,4.75,5,5,5,4.75,5,5,,f,23,23,0,0,0.13
5.27278E+17,https://www.airbnb.com/rooms/527277588656660181,10,3,1,07/01/2022,04/06/2024,4.7,4.8,4.9,4.9,4.8,4.6,4.67,,t,1,1,0,0,0.33
54196646,https://www.airbnb.com/rooms/54196646,51,19,1,14/02/2022,23/06/2024,5,4.94,4.92,4.98,4.98,4.96,5,,f,1,1,0,0,1.76
5.27469E+17,https://www.airbnb.com/rooms/527469375972015742,64,48,0,23/12/2022,26/05/2024,4.86,4.91,4.94,4.53,4.94,4.63,4.83,,f,2,2,0,0,3.46
54203506,https://www.airbnb.com/rooms/54203506,23,5,0,27/04/2022,15/01/2024,4.91,4.87,4.96,4.96,5,4.91,4.83,,f,49,49,0,0,0.87
5.27565E+17,https://www.airbnb.com/rooms/527564556120601006,22,10,0,03/02/2022,08/05/2024,4.82,4.82,4.77,5,4.77,4.91,4.77,,f,2,2,0,0,0.75
54217011,https://www.airbnb.com/rooms/54217011,0,0,0,,,,,,,,,,,f,3,0,3,0,
5.29382E+17,https://www.airbnb.com/rooms/529381898553083628,0,0,0,,,,,,,,,,,t,9,2,6,0,
5.29382E+17,https://www.airbnb.com/rooms/529381912424549067,1,1,0,09/02/2024,09/02/2024,5,5,5,5,5,5,5,,t,9,2,6,0,0.21
54219443,https://www.airbnb.com/rooms/54219443,38,12,1,08/02/2022,01/06/2024,4.5,4.74,4.55,4.68,4.82,4.79,4.63,,t,1,1,0,0,1.31
5.29382E+17,https://www.airbnb.com/rooms/529381925637753372,0,0,0,,,,,,,,,,,t,9,2,6,0,
5.29382E+17,https://www.airbnb.com/rooms/529381940991340672,2,1,0,04/05/2022,25/01/2024,5,5,5,5,4.5,5,5,,f,9,2,6,0,0.08
54220974,https://www.airbnb.com/rooms/54220974,0,0,0,,,,,,,,,,,f,1,0,1,0,
54221938,https://www.airbnb.com/rooms/54221938,147,60,3,14/01/2022,25/06/2024,4.89,4.95,4.94,4.96,4.94,4.95,4.89,,f,1,1,0,0,4.91
5.2999E+17,https://www.airbnb.com/rooms/529989794762306241,130,69,2,16/01/2022,16/06/2024,4.88,4.9,4.95,4.86,4.88,4.98,4.83,,f,5,5,0,0,4.35
54233758,https://www.airbnb.com/rooms/54233758,16,7,0,31/01/2022,25/04/2024,5,5,4.88,5,5,5,4.88,,t,3,3,0,0,0.54
5.32323E+17,https://www.airbnb.com/rooms/532322685403164628,13,4,0,16/03/2022,26/01/2024,5,5,5,5,4.92,5,4.77,,f,1,1,0,0,0.47
54233844,https://www.airbnb.com/rooms/54233844,1,0,0,16/12/2022,16/12/2022,5,5,5,5,5,5,5,,t,5,1,4,0,0.05
5.33843E+17,https://www.airbnb.com/rooms/533842760850503951,9,1,0,09/08/2022,12/07/2023,5,4.89,5,5,5,4.89,4.89,,t,1,1,0,0,0.39
54234228,https://www.airbnb.com/rooms/54234228,7,3,0,14/03/2022,13/04/2024,4.29,4.43,4.57,4.71,4.86,5,4.57,,t,43,43,0,0,0.25
54234398,https://www.airbnb.com/rooms/54234398,15,7,0,18/03/2022,14/03/2024,4.8,4.93,4.87,5,4.87,4.93,4.73,,f,6,6,0,0,0.54
5.35019E+17,https://www.airbnb.com/rooms/535019149867661737,5,3,0,26/12/2022,06/01/2024,4.6,4.8,5,4.8,4.8,4.8,4.8,,f,1,1,0,0,0.27
5.3591E+17,https://www.airbnb.com/rooms/535909603989238884,10,4,0,10/02/2022,31/03/2024,5,5,5,5,5,4.8,4.9,,f,1,1,0,0,0.34
54234805,https://www.airbnb.com/rooms/54234805,27,8,0,09/03/2022,18/05/2024,4.96,5,5,5,5,4.93,4.96,,f,1,1,0,0,0.96
5.36149E+17,https://www.airbnb.com/rooms/536149102656826350,35,16,1,30/05/2022,20/06/2024,5,4.97,4.94,4.97,5,4.94,4.97,,f,3,3,0,0,1.38
54235246,https://www.airbnb.com/rooms/54235246,0,0,0,,,,,,,,,,,t,6,0,6,0,
5.36614E+17,https://www.airbnb.com/rooms/536613950175440200,1,0,0,20/03/2022,20/03/2022,5,5,5,5,5,5,5,,f,1,1,0,0,0.04
5.38223E+17,https://www.airbnb.com/rooms/538222778459159801,6,0,0,09/02/2022,22/02/2023,5,5,4.83,5,4.67,4.83,5,,t,24,24,0,0,0.21
5.38829E+17,https://www.airbnb.com/rooms/538828607857219226,48,0,0,29/01/2022,17/06/2023,4.58,4.56,4.58,4.48,4.48,4.58,4.44,,f,73,69,4,0,1.63
54235247,https://www.airbnb.com/rooms/54235247,0,0,0,,,,,,,,,,,t,6,0,6,0,
54235248,https://www.airbnb.com/rooms/54235248,0,0,0,,,,,,,,,,,t,6,0,6,0,
54235250,https://www.airbnb.com/rooms/54235250,0,0,0,,,,,,,,,,,t,6,0,6,0,
5.38845E+17,https://www.airbnb.com/rooms/538845455812503881,11,0,0,15/04/2022,31/07/2022,4.64,4.64,4.91,4.82,4.73,4.82,4.82,,f,1,0,1,0,0.41
54235252,https://www.airbnb.com/rooms/54235252,0,0,0,,,,,,,,,,,t,6,0,6,0,
5.39484E+17,https://www.airbnb.com/rooms/539484359696601749,4,3,0,28/02/2022,09/01/2024,5,5,5,5,5,5,5,,f,15,15,0,0,0.14
54235253,https://www.airbnb.com/rooms/54235253,0,0,0,,,,,,,,,,,t,6,0,6,0,
54236182,https://www.airbnb.com/rooms/54236182,15,5,0,30/09/2022,29/02/2024,4.2,4.53,4.67,4.67,4.67,4.67,4.4,,t,98,98,0,0,0.7
5.39636E+17,https://www.airbnb.com/rooms/539635593470206473,52,21,0,23/01/2022,21/04/2024,4.69,4.83,4.67,4.38,4.42,4.9,4.69,,f,1,1,0,0,1.75
54237225,https://www.airbnb.com/rooms/54237225,0,0,0,,,,,,,,,,,f,9,9,0,0,
54237770,https://www.airbnb.com/rooms/54237770,0,0,0,,,,,,,,,,,f,4,1,3,0,
5.40415E+17,https://www.airbnb.com/rooms/540414956807180714,42,30,0,28/01/2023,11/05/2024,4.86,4.83,4.93,4.93,4.98,4.81,4.76,,f,1,1,0,0,2.43
54237884,https://www.airbnb.com/rooms/54237884,46,17,0,01/02/2022,15/05/2024,4.8,4.78,4.78,4.91,4.89,4.74,4.78,,f,2,0,2,0,1.57
5.40878E+17,https://www.airbnb.com/rooms/540877698379798777,2,1,0,20/03/2022,20/04/2024,5,4.5,5,5,5,5,5,,f,1,1,0,0,0.07
5.41785E+17,https://www.airbnb.com/rooms/541784911259898497,13,6,0,14/04/2022,26/05/2024,5,4.85,4.92,4.85,4.85,5,5,,t,5,1,4,0,0.48
5.41797E+17,https://www.airbnb.com/rooms/541797163555343476,22,7,0,10/02/2022,05/03/2024,4.59,4.68,4.91,4.14,4.68,4.91,4.41,,f,26,26,0,0,0.76
54253218,https://www.airbnb.com/rooms/54253218,41,20,0,12/03/2022,04/05/2024,4.95,5,4.93,4.98,5,4.88,4.85,,t,1,1,0,0,1.46
5.41839E+17,https://www.airbnb.com/rooms/541839460943270532,14,10,1,08/02/2023,22/06/2024,5,4.93,5,5,5,5,4.79,,f,5,5,0,0,0.83
54253244,https://www.airbnb.com/rooms/54253244,16,7,0,20/03/2022,30/04/2024,5,4.94,4.94,5,5,4.63,4.88,,f,2,2,0,0,0.58
5.41907E+17,https://www.airbnb.com/rooms/541906936841190340,17,1,0,23/01/2022,07/04/2024,5,5,4.88,5,5,5,5,,f,1,1,0,0,0.57
54259069,https://www.airbnb.com/rooms/54259069,1,0,0,16/09/2022,16/09/2022,5,4,5,5,5,5,5,,f,4,0,4,0,0.05
54260060,https://www.airbnb.com/rooms/54260060,1,1,0,10/02/2024,10/02/2024,5,5,4,5,5,5,5,,t,4,0,4,0,0.21
5.42562E+17,https://www.airbnb.com/rooms/542561793552784812,28,3,0,25/01/2022,14/01/2024,4.96,4.96,4.96,5,5,5,4.96,,f,1,0,1,0,0.95
54260243,https://www.airbnb.com/rooms/54260243,0,0,0,,,,,,,,,,,t,4,0,4,0,
54268666,https://www.airbnb.com/rooms/54268666,38,11,0,15/01/2022,11/03/2024,4.34,4.42,4.13,4.58,4.5,4.84,4.5,,t,10,1,9,0,1.27
5.43807E+17,https://www.airbnb.com/rooms/543806881697116499,6,3,0,01/03/2022,09/01/2024,5,4.83,4.83,5,5,5,4.67,,f,1,1,0,0,0.21
54269925,https://www.airbnb.com/rooms/54269925,24,6,0,09/02/2022,04/05/2024,4.38,4.54,4.5,4.21,4.63,4.46,4.42,,t,40,40,0,0,0.83
5.43818E+17,https://www.airbnb.com/rooms/543817596798380597,4,0,0,10/04/2022,23/03/2023,4.5,5,4,5,5,5,4.5,,f,30,2,28,0,0.15
54270167,https://www.airbnb.com/rooms/54270167,4,2,0,28/12/2022,03/01/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.22
5.43993E+17,https://www.airbnb.com/rooms/543993067167664172,97,49,1,07/02/2022,18/06/2024,4.94,4.9,4.73,4.98,4.96,4.97,4.81,,t,1,1,0,0,3.33
54273149,https://www.airbnb.com/rooms/54273149,69,29,1,20/02/2022,17/06/2024,4.49,4.49,4.56,4.55,4.72,4.78,4.35,,t,40,40,0,0,2.4
5.4459E+17,https://www.airbnb.com/rooms/544590411696823058,76,25,0,06/03/2022,25/03/2024,4.87,4.86,4.93,4.95,4.99,4.92,4.82,,f,1,1,0,0,2.69
5.4522E+17,https://www.airbnb.com/rooms/545220078535862211,0,0,0,,,,,,,,,,,t,1,1,0,0,
5.45423E+17,https://www.airbnb.com/rooms/545423061934294833,25,20,3,24/12/2022,21/06/2024,4.96,4.96,4.96,5,5,5,4.92,,f,1,1,0,0,1.35
54273331,https://www.airbnb.com/rooms/54273331,13,4,1,07/03/2022,11/06/2024,4.92,5,4.92,5,5,4.85,5,,f,1,0,1,0,0.46
5.45484E+17,https://www.airbnb.com/rooms/545483550277580987,1,0,0,30/11/2022,30/11/2022,3,3,3,4,4,4,3,,t,10,0,10,0,0.05
54273912,https://www.airbnb.com/rooms/54273912,4,0,0,24/01/2022,09/02/2022,4.75,4,4.5,4.75,4.5,4.75,4.5,,t,5,0,5,0,0.14
5.46139E+17,https://www.airbnb.com/rooms/546139120383711740,56,26,0,05/05/2022,04/05/2024,4.79,4.8,4.84,4.8,4.86,4.79,4.79,,f,1,1,0,0,2.13
54282315,https://www.airbnb.com/rooms/54282315,73,27,0,04/03/2022,01/05/2024,4.84,4.84,4.64,4.88,4.89,4.9,4.78,,f,8,6,2,0,2.58
54285363,https://www.airbnb.com/rooms/54285363,17,4,0,25/02/2022,26/03/2024,4.94,4.94,5,4.94,4.88,4.76,4.76,,f,1,1,0,0,0.6
5.46228E+17,https://www.airbnb.com/rooms/546227878079070933,5,2,0,17/03/2022,11/05/2024,5,5,5,5,5,5,5,,f,13,13,0,0,0.18
5.46325E+17,https://www.airbnb.com/rooms/546324827602921178,12,2,0,21/03/2022,04/03/2024,4.92,5,4.92,4.92,5,4.83,4.92,,f,1,1,0,0,0.43
54286019,https://www.airbnb.com/rooms/54286019,6,0,0,09/02/2022,30/03/2022,4.83,5,4.67,5,5,5,4.83,,t,5,0,5,0,0.21
5.56955E+17,https://www.airbnb.com/rooms/556954735917471243,125,9,0,12/02/2022,06/05/2024,4.52,4.64,4.69,4.63,4.48,4.66,4.58,,t,95,95,0,0,4.32
5.46396E+17,https://www.airbnb.com/rooms/546395983458534570,4,2,0,01/03/2022,27/02/2024,5,5,5,5,5,4.75,4.75,,f,20,20,0,0,0.14
5.56959E+17,https://www.airbnb.com/rooms/556958547330078492,19,9,0,18/02/2022,18/05/2024,4.95,4.89,4.74,5,5,4.95,5,,f,2,0,2,0,0.66
5.46789E+17,https://www.airbnb.com/rooms/546788904770505782,21,2,0,12/02/2022,27/01/2024,4.43,4.62,4.24,4.76,4.71,4.86,4.48,,f,1,0,1,0,0.72
5.46839E+17,https://www.airbnb.com/rooms/546839421028678428,15,6,0,03/05/2022,27/05/2024,4.87,4.93,4.93,5,5,4.93,4.73,,f,54,54,0,0,0.57
5.56964E+17,https://www.airbnb.com/rooms/556964114184592580,8,1,0,02/03/2022,14/12/2023,4.63,4.88,4.88,5,5,4.5,5,,f,4,4,0,0,0.28
5.4684E+17,https://www.airbnb.com/rooms/546840154658796120,3,3,0,09/08/2023,31/03/2024,4.67,5,4,5,5,5,4.33,,f,54,54,0,0,0.28
5.46894E+17,https://www.airbnb.com/rooms/546894364778249549,0,0,0,,,,,,,,,,,f,5,0,5,0,
5.57006E+17,https://www.airbnb.com/rooms/557005982443745610,10,2,0,23/04/2022,09/03/2024,4.7,4.8,4.7,4.7,4.7,5,4.7,,f,3,3,0,0,0.38
5.46894E+17,https://www.airbnb.com/rooms/546894382231874059,0,0,0,,,,,,,,,,,f,5,0,5,0,
5.57166E+17,https://www.airbnb.com/rooms/557165855905423314,30,15,0,19/04/2022,28/04/2024,5,4.97,4.97,4.87,5,4.77,4.83,,f,1,1,0,0,1.12
5.46894E+17,https://www.airbnb.com/rooms/546894395434050053,0,0,0,,,,,,,,,,,f,5,0,5,0,
5.46894E+17,https://www.airbnb.com/rooms/546894411806638206,0,0,0,,,,,,,,,,,f,5,0,5,0,
5.46894E+17,https://www.airbnb.com/rooms/546894426178901093,0,0,0,,,,,,,,,,,f,5,0,5,0,
5.46974E+17,https://www.airbnb.com/rooms/546973778139854325,2,1,0,05/01/2023,05/01/2024,5,5,5,5,5,5,5,,f,2,2,0,0,0.11
5.46982E+17,https://www.airbnb.com/rooms/546981849559848287,7,2,0,12/04/2022,04/04/2024,4.86,4.86,4.86,5,4.86,5,4.86,,f,2,2,0,0,0.26
5.57215E+17,https://www.airbnb.com/rooms/557214783259996725,2,1,0,24/04/2022,17/03/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.08
5.46993E+17,https://www.airbnb.com/rooms/546992721302828538,29,18,2,01/01/2023,18/06/2024,4.86,4.89,4.93,4.89,4.93,5,4.68,,f,1,1,0,0,1.59
5.57465E+17,https://www.airbnb.com/rooms/557465007340532975,1,0,0,05/05/2023,05/05/2023,5,5,5,5,5,5,5,,f,1,1,0,0,0.07
5.57585E+17,https://www.airbnb.com/rooms/557585355418620453,18,4,0,16/08/2022,13/08/2023,4.72,4.72,4.78,4.78,4.67,4.72,4.67,,f,1,1,0,0,0.79
5.47043E+17,https://www.airbnb.com/rooms/547043365332922858,0,0,0,,,,,,,,,,,t,1,0,1,0,
5.47424E+17,https://www.airbnb.com/rooms/547423592382526081,98,36,1,28/02/2022,09/06/2024,4.87,4.92,4.82,4.83,4.84,4.76,4.82,,t,33,32,1,0,3.45
5.47497E+17,https://www.airbnb.com/rooms/547496548961918101,20,0,0,06/02/2022,22/05/2023,4.75,4.9,4.95,4.8,4.65,4.65,4.65,,f,95,95,0,0,0.69
5.5762E+17,https://www.airbnb.com/rooms/557620432587724574,59,26,1,04/03/2022,10/06/2024,4.95,4.93,4.95,4.95,4.93,4.86,4.92,,f,1,1,0,0,2.08
5.47522E+17,https://www.airbnb.com/rooms/547521681416965605,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.57625E+17,https://www.airbnb.com/rooms/557624555121302844,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.57642E+17,https://www.airbnb.com/rooms/557641600681497692,1,1,0,01/01/2024,01/01/2024,5,5,5,5,5,5,5,,f,1,1,0,0,0.17
5.47529E+17,https://www.airbnb.com/rooms/547529452660873871,2,0,0,01/03/2022,30/03/2022,5,5,5,5,5,5,5,,f,1,1,0,0,0.07
5.57682E+17,https://www.airbnb.com/rooms/557681605367952427,1,0,0,25/02/2023,25/02/2023,3,3,4,4,2,4,4,,t,6,1,5,0,0.06
5.47569E+17,https://www.airbnb.com/rooms/547569246018706983,32,12,0,18/02/2022,31/03/2024,4.81,4.91,4.72,4.94,5,4.94,4.88,,f,1,1,0,0,1.11
5.57709E+17,https://www.airbnb.com/rooms/557709427961502064,2,1,0,13/02/2023,28/02/2024,5,5,5,5,5,5,5,,f,1,0,1,0,0.12
5.57725E+17,https://www.airbnb.com/rooms/557724596934526888,3,1,0,20/02/2023,08/02/2024,5,5,5,5,5,5,5,,f,2,2,0,0,0.18
5.47574E+17,https://www.airbnb.com/rooms/547573505001609114,73,22,0,31/01/2022,04/05/2024,4.32,4.11,4.4,4.37,4.58,4.41,4.13,,t,6,6,0,0,2.49
5.57864E+17,https://www.airbnb.com/rooms/557864106884285322,84,41,4,06/03/2022,15/06/2024,4.77,4.85,4.75,4.85,4.88,4.82,4.79,,f,16,16,0,0,2.98
5.47613E+17,https://www.airbnb.com/rooms/547613003854976134,14,1,0,21/02/2022,28/08/2023,4.79,4.71,4.64,4.86,4.86,4.93,4.79,,f,1,1,0,0,0.49
5.47618E+17,https://www.airbnb.com/rooms/547617689616571921,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.58335E+17,https://www.airbnb.com/rooms/558334785766301607,7,2,0,25/12/2022,03/01/2024,5,5,4.86,5,5,4.86,4.86,,t,1,1,0,0,0.38
5.47704E+17,https://www.airbnb.com/rooms/547704075353479917,0,0,0,,,,,,,,,,,t,11,8,2,1,
5.47705E+17,https://www.airbnb.com/rooms/547704861421262423,0,0,0,,,,,,,,,,,t,11,8,2,1,
5.58428E+17,https://www.airbnb.com/rooms/558428211798463958,58,7,0,01/03/2022,29/08/2023,4.6,4.74,4.75,4.5,4.33,4.48,4.71,,f,73,69,4,0,2.04
5.5846E+17,https://www.airbnb.com/rooms/558460224097779083,6,3,0,20/03/2022,22/03/2024,4.33,4.33,4.67,4.33,4.33,4.33,4.33,,f,1,1,0,0,0.22
5.47717E+17,https://www.airbnb.com/rooms/547717058170733163,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.58476E+17,https://www.airbnb.com/rooms/558476051303111899,36,12,0,08/04/2022,21/03/2024,4.28,4.31,4.5,4.47,4.39,4.81,4.28,,t,1,1,0,0,1.33
5.47785E+17,https://www.airbnb.com/rooms/547785099883281959,67,16,1,01/02/2022,08/06/2024,4.97,4.99,5,4.99,5,4.94,4.99,,t,2,2,0,0,2.28
5.58582E+17,https://www.airbnb.com/rooms/558581859867129442,61,29,1,21/03/2022,10/06/2024,4.64,4.82,4.77,4.79,4.57,4.84,4.72,,f,47,47,0,0,2.2
5.4795E+17,https://www.airbnb.com/rooms/547949968804086933,7,3,0,31/03/2022,31/03/2024,4.86,4.57,4.71,4.86,4.71,4.86,4.71,,t,1,1,0,0,0.26
5.58746E+17,https://www.airbnb.com/rooms/558745976605982741,0,0,0,,,,,,,,,,,f,1,1,0,0,
5.48215E+17,https://www.airbnb.com/rooms/548215225899235346,7,1,0,14/02/2022,12/11/2023,4.86,5,5,5,5,5,4.71,,t,3,1,2,0,0.24
5.48215E+17,https://www.airbnb.com/rooms/548215236586651386,5,1,0,02/02/2022,31/12/2023,5,5,4.8,5,5,5,5,,t,3,1,2,0,0.17
